user_name,rating,user_base,review,date_of_experience,date_written,photos,party
Happygoluckyang,5,"Lansing, MI",This park was so pretty and the signs they had there were great. Had to wait a little bit for your turn to get a picture. People around there were really nice and willing to take your picture. So much fun!,Oct-19,11-Oct-19,0,
Todd,4,,"This park is convenient located close to the city hall. The actual love sign and the Love Phili sign is, well, it’s there. There are chairs with ottoman that you can sit back and relax. There’s a water fountain, some people playing table tennis. It’s simply fun people watching as they hustle and bustle. For those driving a car, there is underground parking on the east side. Granted during Christmas time with all the decorations it’s gonna be beautiful. Best enjoyed by foot.",Oct-19,02-Oct-19,1,Couples
ChristusG,4,Florida,This was a difficult stop. It was rush hour and the traffic around the circle of Love Park was crazy. My husband actually dropped me and my oldest daughter off and had to drive in a circle around the park and pick us back up. The city makes a beautiful backdrop but it’s not an easy location to access.,Sep-19,30-Sep-19,5,Family
Yvette R,2,United States,"Pretty park , people from all ages takes pictures with Love letters . I was expecting love letters bigger, more impressive.",Sep-19,28-Sep-19,0,Family
dorelia523,5,"Madrid, Spain","Nice park to visit...it was raining loads but we didnt care...quick to visit
...to take some nice pictires and go to your next stop.",Aug-19,05-Sep-19,2,Friends
Allen H,5,"Little Rock, AR","Lovely, romantic park. Visited both during the day and at night. You can't visit without taking a pic underneath the LOVE statue. But on a nice night, I highly recommend just taking a seat and enjoy the soothing, peaceful fountain.",Aug-19,03-Sep-19,0,
Marshall M,4,,It is amazing. Plenty to do. Nice water feature. I loved it. You should definitely visit love park.😀,Jun-19,02-Sep-19,0,Family
John C,4,"Starkville, MS","Most of the research we did leading up to our trip to Philly included Love Park. It was a fun place to see, esp. before Christmas with all the vendors in place and the big ""gift"" displayed. Other than that, just a park near downtown",Dec-19,03-Jan-20,2,
kihyland,5,"Pasadena, TX","We walked through LOVE Park on our way from our hotel to the Rocky Steps. It is a nice, clean little park in the middle of downtown Philly. There were kids playing in the fountains and parents and young couples milling about. Several cute statues are spread throughout the city block-square park. Definitely a great place to take a break when walking around!",Jul-19,01-Jan-20,0,
Marty Bielicki,4,"Stuart, FL","Having a picture in front of the “LOVE” sculpture is why you come to the Love Park. The park was dedicated in 1967 in remembrance to President John F. Kennedy, a.k.a. “JFK.”

The sculpture was designed in 1976 by Robert Indiana for Philadelphia’s 1976 Bicentennial. The sculpture became so popular that it became a permanent fixture.

The square is not very large. A fountain adds some life to the area that was once a skateboarding heaven. Politics took it away making way for a larger ceiling garage which is below your feet. The multi-level park is now just a single, mostly concrete, level with the “Love” sculpture being the major attraction.

A doable walk is the Academy of Natural Sciences; The Franklin Institute; Barnes Foundation and the Rodin Museum. A little further is the Philadelphia Museum of Art where Rocky ran up the 72 steps in the 1976 movie. The famous “Rocky” statue is to the right of the steps.

If you found this review to be “helpful” in any way, please press “LIKE” to let me know.",Oct-19,29-Dec-19,7,
Michael H,5,,"We got engaged at Love Park!! This is a great place to go and visit. In the summer time you can see people sitting around reading a book, enjoying the fountain, some homeless, and great to interact with others. It's a Philly place to see!!",Dec-19,28-Dec-19,0,
BagmanNZ,3,"Wellington, New Zealand","This is a pretty average park but it does have the Philadelphia 'Love' statue. Worth a visit just so you can say 'been there, done that'.",Oct-19,28-Dec-19,0,
josephrdrexler,3,"Rabun Gap, GA","Stopped at the Love Park Christmas Market. It's okay but if you have been to the Christmas Markets in Europe, it's a major let down. Lots of cheap junk but on the upside, there are a few quality vendors. The Mulled Wine was excellent as well as the food. Just know what you're looking for.",Dec-19,15-Dec-19,0,
Nancy L,4,"Orlando, FL",Very beautiful for the holiday. This one seems to be a photo opportunity more than anything else. Always like to stop here. Lots of vendors set up for the holiday.,Dec-19,15-Dec-19,3,Couples
bosox_brit66,3,"Dover, PA",Love Park is a wonderful place transformed into a German Christmas market. A lovely way to start the holiday season.,Dec-19,01-Dec-19,0,
amir_atp,3,"Madison, MS",great view of downtown and Love sign and also another sign that says I Love Philly. always people waiting in line to take photos.,Nov-19,14-Nov-19,1,
Kork215,4,"Philadelphia, PA","They redid this really nice, LOVE park Will always be a Philly monument. Great for pictures and an awesome the meet up point .",Nov-19,05-Nov-19,0,Solo
Lori B.,2,,"If you happen to be walking by, then by all means stop and take a photo. But I wouldn't go out of my way for this one.",Mar-20,09-Mar-20,0,
Waunderlust,4,"Houston, TX","Honestly, I really thought it was going to be a bigger park. Also surprised to see it was in the middle of downtown lol. Still very cool! And pretty!!!",Mar-20,06-Mar-20,0,Solo
Psimms,4,"Chattanooga, Tennessee, United States",Cute statue/art. Great for pictures. Sometimes very crowded. There are also “volunteers” there helping you take your picture. They actually want tips. Just FYI. Sometimes they have markets in the park as well.,Jul-19,05-Mar-20,0,Friends
Rajesh Parmar,5,"Peacehaven, UK","I came here just for a photo of the Love sign.
There are lots of people taking photo under the sign.",Feb-20,26-Feb-20,1,
Slythe777,2,,Not worth going out of your way to see. It's in the middle of a busy square in traffic and it appeared you would have to pay parking in an underground lot just to go there and take a picture under the sign. Easy pass.,Feb-20,18-Feb-20,0,
Dr Simon Stones,3,"Bolton, UK",It doesn’t look much at all... and the sign is really small! Another one of those ‘I’ve walked through it’ places.,Feb-20,17-Feb-20,3,
Milton M,4,"Orlando, FL","I had a quick work trip to Philadelphia area and I couldn't miss the opportunity to visit the Love Park, as I heard that area is a real good place to feel the city, take lots of pictures and don't forget to explore around!",Nov-19,12-Feb-20,0,
P7525GFjohnl,5,"Arlington, TX",Was awesome to see the Love Sculpture. It was the perfect photo opportunity. Lots of vendors with cool stuff.,Dec-19,11-Jan-20,0,
Marco Buratti,3,"Mondavio, Italy","Good place for couples to take a picture in front of the LOVE sign from Robert Indiana.
The queue for the picture might be long.",Nov-19,09-Jan-20,0,
Arnav Bose,5,"Philadelphia, PA","Always love this place. My office is 2 blocks from the area. During Christmas, this place becomes something else altogether. It becomes a hub of the Christmas village. Shops with souvenirs, various food and drink ( including crêpe, mulled wine or glowine, bratwurst, doner kebabs). Of course, the true essence still lies in the 'i love philly' structures. Diagonally opposite to this is the dillworth park - another attraction during Christmas time with light show on the City Hall and a skating rink for all ages to enjoy.",Dec-19,05-Jan-20,3,Friends
